token_address,pair_id,final_label_at_scan,return_pct,horizon,reject_reasons,liquidity_at_scan,liquidity_at_horizon,volume_at_scan,volume_at_horizon,became_illiquid,rugged,volume_disappeared
0xf41FaaCdD6b1D0Db127Ec16572B1CAC861F75544,base:0xad69cf15d7b9645ed79c87434e33b81a81b27ee6bece8c813ada2fbd39bc0824,Research Candidate,-76.9640,4h,[],162907.7400,55199.5600,832235.5800,992506.2900,0,0,0
0xb66e76F9Ed3e13F24C5b68F68BE631CD82AffbA3,base:0xef9d90806b051a68d8ffbdfdceb6acdd7491180562651dd2bcaf0c4d2fe550da,Watchlist,-76.9212,24h,[],100177.2000,39062.5600,554090.3700,78589.1800,0,0,1
0xf41FaaCdD6b1D0Db127Ec16572B1CAC861F75544,base:0xad69cf15d7b9645ed79c87434e33b81a81b27ee6bece8c813ada2fbd39bc0824,Research Candidate,-75.2987,2h,[],162907.7400,58737.4700,832235.5800,990224.9700,0,0,0
0xf41FaaCdD6b1D0Db127Ec16572B1CAC861F75544,base:0xad69cf15d7b9645ed79c87434e33b81a81b27ee6bece8c813ada2fbd39bc0824,Research Candidate,-74.2512,15m,[],162907.7400,60908.9800,832235.5800,988516.6800,0,0,0
0xf41FaaCdD6b1D0Db127Ec16572B1CAC861F75544,base:0xad69cf15d7b9645ed79c87434e33b81a81b27ee6bece8c813ada2fbd39bc0824,Research Candidate,-74.2512,30m,[],162907.7400,60908.9800,832235.5800,988516.6800,0,0,0
0xf41FaaCdD6b1D0Db127Ec16572B1CAC861F75544,base:0xad69cf15d7b9645ed79c87434e33b81a81b27ee6bece8c813ada2fbd39bc0824,Research Candidate,-74.2512,1h,[],162907.7400,60908.9800,832235.5800,988516.6800,0,0,0
0xcEecb3d02b0839ed9f7688679276F523a11f955f,base:0x3307a8dd3c868a6e3d72aaa59565b4c983f011c80f80a2803d157603fa3b8367,Watchlist,-73.4240,30m,[],80392.5800,33718.4900,985608.1100,1043679.5700,0,0,0
0xcEecb3d02b0839ed9f7688679276F523a11f955f,base:0x3307a8dd3c868a6e3d72aaa59565b4c983f011c80f80a2803d157603fa3b8367,Watchlist,-73.4240,2h,[],80392.5800,33718.4900,985608.1100,1043679.5700,0,0,0
0xcEecb3d02b0839ed9f7688679276F523a11f955f,base:0x3307a8dd3c868a6e3d72aaa59565b4c983f011c80f80a2803d157603fa3b8367,Watchlist,-73.4240,8h,[],80392.5800,33718.4900,985608.1100,1043679.5700,0,0,0
0xcEecb3d02b0839ed9f7688679276F523a11f955f,base:0x3307a8dd3c868a6e3d72aaa59565b4c983f011c80f80a2803d157603fa3b8367,Watchlist,-73.4240,24h,[],80392.5800,33718.4900,985608.1100,1043679.5700,0,0,0
0xf41FaaCdD6b1D0Db127Ec16572B1CAC861F75544,base:0xad69cf15d7b9645ed79c87434e33b81a81b27ee6bece8c813ada2fbd39bc0824,Research Candidate,-71.7430,24h,[],162907.7400,65228.8600,832235.5800,244293.1200,0,0,0
0xcEecb3d02b0839ed9f7688679276F523a11f955f,base:0x3307a8dd3c868a6e3d72aaa59565b4c983f011c80f80a2803d157603fa3b8367,Watchlist,65.2022,15m,[],80392.5800,107981.0500,985608.1100,2111416.5400,0,0,0
0xcEecb3d02b0839ed9f7688679276F523a11f955f,base:0x3307a8dd3c868a6e3d72aaa59565b4c983f011c80f80a2803d157603fa3b8367,Watchlist,65.2022,1h,[],80392.5800,107981.0500,985608.1100,2111416.5400,0,0,0
0xcEecb3d02b0839ed9f7688679276F523a11f955f,base:0x3307a8dd3c868a6e3d72aaa59565b4c983f011c80f80a2803d157603fa3b8367,Watchlist,65.2022,4h,[],80392.5800,107981.0500,985608.1100,2111416.5400,0,0,0
