id,token_address,pair_id,created_at,entry_rule,sim_entry_price,sim_position_size_usd,stop_rule,take_profit_rule,status,exit_time,exit_price,net_return_pct,notes
1,0x05A53C6153a9040Fbe58A2a106bC84577C34B422,base:0x487172d556884571f3e9fed40b6d7f29f51ff3d8d4a0ad8b4805858b63a2b43c,2026-05-10T14:55:06+00:00,V2 paper trade candidate - simulated tracking only,3.133e-06,100.0,Research stop only; no live order,Research take-profit only; no live order,open,,,,Paper Trade Candidate means simulated tracking only. Not a buy signal.
